id,district,lor,street,month,hour,weekday,injury,collision,movement,light_conditions,bicycle,car,pedestrian,motorbike,truck,other_vehicle,road_conditions,longitude,latitude,Combo_type
49090,Reinickendorf,12301203,Wittenau Süd,January,13,Friday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Wet,13.34146,52.58609,bicycle + car + 
49091,Pankow,3040818,Pankow Süd,January,9,Thursday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.41356,52.55862,bicycle + car + 
49093,Reinickendorf,12103115,Breitkopfbecken,March,21,Friday,minor,0,Driving,Night,1,0,0,0,0,0,Dry,13.36034,52.57159,bicycle + 
49096,Steglitz-Zehlendorf,6040703,Nikolassee,January,7,Friday,serious,6,Overtaking,Dawn,0,1,1,0,0,0,Wet,13.21777,52.42825,car + pedestrian + 
49097,Tempelhof-Schöneberg,7030303,Grazer Platz,February,15,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.36007,52.47421,car + 
49100,Spandau,5020629,Börnicker Straße,January,7,Thursday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.19846,52.51273,car + 
49101,Spandau,5020524,Weinmeisterhornweg,January,8,Tuesday,minor,6,Stationary Traffic,Daylight,0,1,1,0,0,0,Dry,13.17891,52.51653,car + pedestrian + 
49105,Friedrichshain-Kreuzberg,2050602,Samariterviertel,January,7,Thursday,minor,6,Turning,Daylight,0,1,1,0,0,0,Wet,13.47323,52.51393,car + pedestrian + 
49106,Spandau,5020524,Weinmeisterhornweg,February,18,Sunday,minor,5,Turning,Night,0,1,0,0,0,0,Dry,13.17905,52.51662,car + 
49109,Tempelhof-Schöneberg,7050502,Fritz-Werner-Straße,January,17,Thursday,minor,3,Turning,Night,0,1,0,0,0,1,Dry,13.38758,52.43879,car + other
49111,Tempelhof-Schöneberg,7040402,Lindenhofsiedlung,January,18,Thursday,minor,2,Stationary Traffic,Night,0,1,0,0,0,1,Dry,13.3659,52.4726,car + other
49114,Charlottenburg-Wilmersdorf,4051551,Brabanter Platz,January,16,Thursday,serious,0,Driving,Night,0,0,0,1,0,0,Dry,13.31159,52.48068,motorbike + 
49115,Charlottenburg-Wilmersdorf,4010101,Jungfernheide,February,12,Friday,minor,2,Stationary Traffic,Daylight,0,0,0,0,1,1,Dry,13.29398,52.53733,truck + other
49118,Mitte,1011204,Leipziger Straße,March,13,Thursday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.40141,52.51141,car + 
49121,Charlottenburg-Wilmersdorf,4041133,Güterbahnhof Grunewald,January,17,Wednesday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.28107,52.49931,car + 
49124,Mitte,1011202,Unter den Linden Nord,January,12,Wednesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Wet,13.39389,52.51738,car + 
49125,Pankow,3020209,Niederschönhausen,January,13,Wednesday,minor,5,Crossing,Daylight,0,1,0,0,1,0,Dry,13.40276,52.58075,car + truck + 
49128,Reinickendorf,12103219,Schäfersee,January,17,Wednesday,minor,6,Turning,Night,0,1,1,0,0,0,Wet,13.3642,52.56367,car + pedestrian + 
49131,Treptow-Köpenick,9020601,Schnellerstraße,January,6,Wednesday,minor,3,Stationary Traffic,Night,0,1,0,1,0,0,Wet,13.50644,52.45895,car + motorbike + 
49132,Mitte,1033203,Humboldthain Nordwest,February,6,Saturday,serious,5,Turning,Night,0,1,0,1,0,0,Dry,13.36838,52.54108,car + motorbike + 
49135,Treptow-Köpenick,9010302,Späthsfelde,January,5,Wednesday,minor,3,Stationary Traffic,Night,0,1,0,0,1,0,Wet,13.47591,52.44462,car + truck + 
49136,Mitte,1011202,Unter den Linden Nord,January,11,Sunday,minor,5,Crossing,Daylight,1,0,0,0,0,0,Wet,13.37672,52.51615,bicycle + 
49140,Friedrichshain-Kreuzberg,2050602,Samariterviertel,January,8,Wednesday,minor,5,Crossing,Dawn,1,1,0,0,0,0,Wet,13.46757,52.51436,bicycle + car + 
49141,Reinickendorf,12301203,Wittenau Süd,February,15,Friday,minor,5,Crossing,Daylight,0,1,0,0,0,1,Dry,13.33407,52.59356,car + other
49144,Pankow,3061429,Greifswalder Straße,January,7,Wednesday,minor,6,Overtaking,Night,0,1,1,0,0,0,Wet,13.4457,52.54611,car + pedestrian + 
49147,Charlottenburg-Wilmersdorf,4010103,Paul-Hertz-Siedlung,January,7,Wednesday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.30205,52.53464,car + 
49150,Steglitz-Zehlendorf,6040703,Nikolassee,January,7,Wednesday,serious,6,Turning,Night,0,1,1,0,0,0,Wet,13.2146,52.42751,car + pedestrian + 
49151,Steglitz-Zehlendorf,6030605,Botanischer Garten,February,18,Tuesday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.30036,52.44826,car + 
49154,Steglitz-Zehlendorf,6040702,Düppel,January,9,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Wet,13.19654,52.41761,car + 
49155,Tempelhof-Schöneberg,7050501,Rathausstraße,February,10,Saturday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.38623,52.44368,car + 
49158,Mitte,1011105,Nördlicher Landwehrkanal,January,19,Tuesday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.36817,52.50597,car + 
49160,Friedrichshain-Kreuzberg,2050802,Boxhagener Platz,January,19,Tuesday,minor,2,Stationary Traffic,Night,1,0,0,0,0,0,Wet,13.45288,52.51367,bicycle + 
49163,Tempelhof-Schöneberg,7050502,Fritz-Werner-Straße,January,17,Tuesday,minor,5,Crossing,Night,0,1,0,0,0,0,Wet,13.37623,52.43047,car + 
49164,Marzahn-Hellersdorf,10010309,Springpfuhl,February,10,Wednesday,serious,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.54011,52.52257,bicycle + car + 
49166,Charlottenburg-Wilmersdorf,4041239,Stadion Wilmersdorf,March,14,Wednesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.30308,52.48565,car + 
49169,Pankow,3051017,Rennbahnstraße,January,12,Tuesday,minor,4,Driving,Daylight,0,1,0,0,0,0,Wet,13.47028,52.56471,car + 
49172,Tempelhof-Schöneberg,7040401,Neu-Tempelhof,January,19,Monday,minor,6,Overtaking,Night,0,0,1,0,0,1,Wet,13.38559,52.47309,pedestrian + other
49173,Steglitz-Zehlendorf,6040701,Wannsee,January,17,Wednesday,serious,0,Driving,Night,0,0,0,1,0,0,Wet,13.17569,52.41988,motorbike + 
49178,Tempelhof-Schöneberg,7050501,Rathausstraße,January,12,Sunday,minor,6,Turning,Daylight,0,1,1,0,0,0,Dry,13.38039,52.43784,car + pedestrian + 
49179,Charlottenburg-Wilmersdorf,4041134,Bismarckallee,February,5,Friday,minor,0,Driving,Dawn,0,0,0,1,0,0,Wet,13.28667,52.49425,motorbike + 
49182,Friedrichshain-Kreuzberg,2050602,Samariterviertel,January,11,Saturday,minor,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.45424,52.51572,car + 
49183,Mitte,1011202,Unter den Linden Nord,January,11,Sunday,minor,5,Crossing,Daylight,1,0,0,0,0,0,Wet,13.37672,52.51615,bicycle + 
49186,Reinickendorf,12103218,Teichstraße,January,7,Friday,minor,2,Turning,Dawn,0,1,0,0,0,0,Wet,13.34784,52.57433,car + 
49188,Treptow-Köpenick,9010302,Späthsfelde,January,19,Friday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.46215,52.45332,car + 
49189,Tempelhof-Schöneberg,7070701,Kettinger Straße/Schillerstraße,February,12,Friday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.40064,52.41519,bicycle + car + 
49192,Pankow,3040818,Pankow Süd,January,18,Friday,minor,5,Crossing,Night,1,1,0,0,0,0,Wet,13.42852,52.55924,bicycle + car + 
49194,Pankow,3040513,Schönholz,January,20,Wednesday,minor,5,Crossing,Night,1,0,0,0,0,1,Dry,13.39835,52.57104,bicycle + other
49196,Tempelhof-Schöneberg,7020203,Kaiser-Wilhelm-Platz,January,18,Friday,minor,1,Paralle Traffic,Night,1,1,0,0,0,0,Wet,13.35504,52.48542,bicycle + car + 
49199,Steglitz-Zehlendorf,6010101,Fichtenberg,January,18,Thursday,minor,5,Turning,Night,1,1,0,0,0,0,Dry,13.31475,52.45322,bicycle + car + 
49200,Charlottenburg-Wilmersdorf,4030417,Schloßstraße,February,2,Saturday,serious,0,Driving,Night,0,1,0,0,0,0,Wet,13.28636,52.51166,car + 
49202,Mitte,1011303,Alexanderplatzviertel,March,17,Saturday,minor,2,Other,Dawn,1,1,0,0,0,0,Dry,13.40605,52.52054,bicycle + car + 
49205,Marzahn-Hellersdorf,10010206,Ringkolonnaden,January,18,Wednesday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.55086,52.55389,car + 
49206,Mitte,1022202,Heidestraße,February,16,Thursday,minor,0,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.3634,52.53545,bicycle + car + 
49209,Tempelhof-Schöneberg,7030303,Grazer Platz,January,13,Wednesday,minor,5,Crossing,Daylight,0,1,0,0,1,0,Dry,13.347,52.477,car + truck + 
49210,Pankow,3061126,Arnimplatz,January,14,Monday,minor,0,Turning,Dawn,1,1,0,0,0,0,Dry,13.41406,52.55053,bicycle + car + 
49216,Marzahn-Hellersdorf,10040933,Mahlsdorf Süd,March,16,Tuesday,minor,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.59864,52.50488,car + 
49219,Neukölln,8020619,Buschkrugallee Nord,January,3,Wednesday,minor,3,Stationary Traffic,Night,0,1,0,0,1,0,Wet,13.44937,52.46369,car + truck + 
49222,Friedrichshain-Kreuzberg,2010101,Askanischer Platz,January,4,Tuesday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.38109,52.49919,car + 
49223,Steglitz-Zehlendorf,6010209,Feuerbachstraße,January,11,Tuesday,serious,5,Turning,Daylight,0,1,0,0,0,0,Wet,13.32841,52.46027,car + 
49228,Charlottenburg-Wilmersdorf,4020314,Messegelände,January,5,Tuesday,minor,9,Driving,Night,0,1,0,0,0,0,Wet,13.27789,52.50207,car + 
49229,Mitte,1011303,Alexanderplatzviertel,February,10,Wednesday,fatal,5,Turning,Daylight,1,0,0,0,1,0,Dry,13.41638,52.522,bicycle + truck + 
49232,Friedrichshain-Kreuzberg,2020202,Rathaus Yorckstraße,January,2,Tuesday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.38753,52.49793,car + 
49233,Tempelhof-Schöneberg,7040403,Manteuffelstraße,January,21,Saturday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.38549,52.46741,car + 
49236,Tempelhof-Schöneberg,7050502,Fritz-Werner-Straße,January,14,Friday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.37779,52.43378,bicycle + car + 
49238,Treptow-Köpenick,9010102,Am Treptower Park Nord,January,2,Tuesday,minor,2,Overtaking,Night,0,1,1,0,0,0,Wet,13.46005,52.49285,car + pedestrian + 
49239,Pankow,3071633,Thälmannpark,February,18,Thursday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.42924,52.53736,car + 
49248,Pankow,3061429,Greifswalder Straße,February,15,Friday,minor,6,Turning,Daylight,0,1,1,0,0,0,Dry,13.44459,52.54534,car + pedestrian + 
49250,Charlottenburg-Wilmersdorf,4030623,Ernst-Reuter-Platz,March,12,Friday,minor,5,Turning,Daylight,0,0,0,1,0,1,Dry,13.32294,52.51241,motorbike + other
49254,Friedrichshain-Kreuzberg,2050602,Samariterviertel,February,20,Wednesday,minor,2,Stationary Traffic,Night,1,0,0,0,0,0,Dry,13.46239,52.51489,bicycle + 
49258,Tempelhof-Schöneberg,7040405,Rathaus Tempelhof,January,23,Saturday,serious,9,Driving,Night,0,1,0,0,0,0,Wet,13.40092,52.46531,car + 
49264,Tempelhof-Schöneberg,7040403,Manteuffelstraße,February,6,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,1,Dry,13.38575,52.46988,car + other
49273,Mitte,1044201,Reinickendorfer Straße,February,16,Monday,minor,5,Other,Daylight,0,1,0,0,0,0,Dry,13.36735,52.55143,car + 
49277,Pankow,3061131,Falkplatz,February,18,Wednesday,minor,6,Overtaking,Dawn,1,0,1,0,0,0,Dry,13.41281,52.54481,bicycle + pedestrian + 
49283,Charlottenburg-Wilmersdorf,4041133,Güterbahnhof Grunewald,January,13,Friday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.28227,52.49798,car + 
49286,Pankow,3071633,Thälmannpark,February,19,Tuesday,minor,1,Paralle Traffic,Night,1,1,0,0,0,0,Dry,13.42978,52.53717,bicycle + car + 
49289,Mitte,1011201,Wilhelmstraße,March,14,Saturday,minor,4,Stationary Traffic,Daylight,1,1,0,0,0,0,Wet,13.38082,52.50979,bicycle + car + 
49297,Steglitz-Zehlendorf,6040701,Wannsee,January,19,Thursday,serious,6,Overtaking,Night,0,1,1,0,0,0,Wet,13.15272,52.41875,car + pedestrian + 
49299,Friedrichshain-Kreuzberg,2040703,Wriezener Bahnhof/Entwicklungsgebiet,February,13,Thursday,minor,5,Crossing,Daylight,1,0,0,0,0,0,Dry,13.44752,52.50354,bicycle + 
49303,Tempelhof-Schöneberg,7030303,Grazer Platz,February,16,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.35583,52.47784,car + 
49307,Pankow,3061429,Greifswalder Straße,January,12,Tuesday,minor,5,Turning,Daylight,1,0,0,0,1,0,Dry,13.439,52.54109,bicycle + truck + 
49312,Mitte,1011202,Unter den Linden Nord,February,22,Saturday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.39356,52.51736,car + 
49321,Tempelhof-Schöneberg,7030303,Grazer Platz,February,8,Thursday,serious,6,Turning,Daylight,0,1,1,0,0,0,Dry,13.35569,52.47774,car + pedestrian + 
49323,Mitte,1011303,Alexanderplatzviertel,March,22,Thursday,minor,2,Turning,Night,1,0,0,0,0,1,Dry,13.40455,52.52,bicycle + other
49330,Charlottenburg-Wilmersdorf,4020310,Park Ruhwald,January,7,Wednesday,minor,3,Stationary Traffic,Dawn,0,1,0,0,0,0,Wet,13.28205,52.52694,car + 
49337,Pankow,3050925,Komponistenviertel Weißensee,February,14,Saturday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.44804,52.54712,bicycle + car + 
49338,Friedrichshain-Kreuzberg,2020203,Viktoriapark,March,7,Friday,minor,1,Driving,Daylight,0,1,0,0,0,0,Dry,13.38613,52.48923,car + 
49345,Steglitz-Zehlendorf,6040703,Nikolassee,January,12,Wednesday,serious,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Wet,13.20645,52.42497,car + 
49350,Charlottenburg-Wilmersdorf,4010102,Plötzensee,February,18,Sunday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.32198,52.53733,car + 
49354,Tempelhof-Schöneberg,7070701,Kettinger Straße/Schillerstraße,January,7,Monday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.40166,52.41394,car + 
49360,Charlottenburg-Wilmersdorf,4020311,Reichsstraße,February,14,Saturday,minor,3,Stationary Traffic,Daylight,0,1,0,0,0,1,Dry,13.27513,52.50967,car + other
49370,Charlottenburg-Wilmersdorf,4030622,Richard-Wagner-Straße,February,19,Wednesday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.30352,52.51129,car + 
49372,Charlottenburg-Wilmersdorf,4020313,Königin-Elisabeth-Straße,March,12,Wednesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.28167,52.51008,car + 
49379,Mitte,1011303,Alexanderplatzviertel,January,12,Tuesday,minor,3,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.4079,52.51568,bicycle + car + 
49385,Charlottenburg-Wilmersdorf,4030622,Richard-Wagner-Straße,February,9,Thursday,minor,5,Other,Daylight,0,1,0,1,0,0,Dry,13.30904,52.51165,car + motorbike + 
49389,Charlottenburg-Wilmersdorf,4030622,Richard-Wagner-Straße,January,6,Saturday,minor,5,Turning,Dawn,0,1,0,0,0,1,Dry,13.30518,52.5114,car + other
49392,Reinickendorf,12214125,Waldidyll/Flughafensee,January,10,Friday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,1,Wet,13.30107,52.57614,car + other
49395,Pankow,3040818,Pankow Süd,February,12,Friday,serious,5,Turning,Daylight,0,1,0,0,0,1,Dry,13.41412,52.55774,car + other
49404,Pankow,3061126,Arnimplatz,January,0,Sunday,minor,3,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.41416,52.55673,car + 
49409,Pankow,3061228,Erich-Weinert-Straße,February,17,Friday,minor,3,Stationary Traffic,Dawn,1,1,0,0,0,0,Dry,13.42809,52.54616,bicycle + car + 
49419,Charlottenburg-Wilmersdorf,4030416,Klausenerplatz,February,10,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,1,0,Dry,13.28632,52.51479,car + truck + 
49421,Charlottenburg-Wilmersdorf,4020314,Messegelände,March,8,Monday,minor,3,Stationary Traffic,Daylight,0,1,0,0,1,0,Dry,13.27959,52.49991,car + truck + 
49428,Mitte,1011102,Großer Tiergarten,January,10,Tuesday,minor,5,Turning,Daylight,0,1,0,0,0,0,Wet,13.36979,52.51583,car + 
49434,Reinickendorf,12103115,Breitkopfbecken,February,11,Wednesday,minor,2,Turning,Daylight,0,1,0,0,0,0,Dry,13.36073,52.57084,car + 
49440,Mitte,1011303,Alexanderplatzviertel,January,6,Thursday,minor,6,Turning,Night,0,1,1,0,0,0,Wet,13.40518,52.52009,car + pedestrian + 
49443,Reinickendorf,12103117,Letteplatz,February,16,Thursday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.3649,52.56115,car + 
49452,Reinickendorf,12103219,Schäfersee,January,17,Thursday,minor,3,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.36323,52.5657,car + 
49454,Pankow,3061332,Helmholtzplatz,March,23,Friday,minor,5,Turning,Night,0,1,0,0,0,0,Dry,13.42423,52.53905,car + 
49458,Mitte,1011303,Alexanderplatzviertel,February,18,Wednesday,minor,2,Turning,Night,1,1,0,0,0,0,Dry,13.41987,52.52543,bicycle + car + 
49465,Pankow,3071639,Bötzowstraße,February,18,Friday,minor,1,Paralle Traffic,Night,1,0,0,0,0,1,Dry,13.43213,52.53521,bicycle + other
49467,Steglitz-Zehlendorf,6040701,Wannsee,March,12,Saturday,minor,1,Driving,Daylight,0,1,0,0,0,0,Dry,13.1056,52.4138,car + 
49471,Friedrichshain-Kreuzberg,2050801,Traveplatz,February,15,Wednesday,minor,3,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.45416,52.51552,bicycle + car + 
49475,Charlottenburg-Wilmersdorf,4010101,Jungfernheide,January,11,Monday,minor,3,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.29786,52.54675,car + 
49481,Pankow,3051017,Rennbahnstraße,February,15,Tuesday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.47096,52.56568,bicycle + car + 
49490,Tempelhof-Schöneberg,7020203,Kaiser-Wilhelm-Platz,February,15,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.35474,52.48547,car + 
49493,Reinickendorf,12224230,Heiligensee,March,14,Friday,minor,0,Other,Daylight,0,1,0,0,0,0,Dry,13.24868,52.62227,car + 
49500,Friedrichshain-Kreuzberg,2050802,Boxhagener Platz,January,16,Thursday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.45292,52.5127,bicycle + car + 
49502,Friedrichshain-Kreuzberg,2050602,Samariterviertel,February,15,Thursday,minor,6,Other,Daylight,1,0,1,0,0,0,Dry,13.46806,52.51431,bicycle + pedestrian + 
49506,Charlottenburg-Wilmersdorf,4020313,Königin-Elisabeth-Straße,February,9,Monday,minor,5,Other,Daylight,1,1,0,0,0,0,Dry,13.2802,52.50982,bicycle + car + 
49510,Steglitz-Zehlendorf,6030503,Zehlendorf Mitte,January,19,Tuesday,minor,0,Stationary Traffic,Night,0,0,0,1,0,1,Wet,13.26225,52.43495,motorbike + other
49515,Charlottenburg-Wilmersdorf,4010101,Jungfernheide,February,14,Saturday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.29545,52.54038,car + 
49522,Pankow,3071638,Winsstraße,January,8,Tuesday,minor,3,Stationary Traffic,Daylight,0,1,0,0,1,0,Dry,13.42265,52.52754,car + truck + 
49528,Tempelhof-Schöneberg,7030303,Grazer Platz,February,15,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,1,Dry,13.36305,52.4738,car + other
49537,Tempelhof-Schöneberg,7070701,Kettinger Straße/Schillerstraße,February,7,Friday,minor,3,Stationary Traffic,Dawn,0,1,0,0,0,0,Wet,13.40639,52.39561,car + 
49540,Mitte,1011303,Alexanderplatzviertel,March,7,Thursday,minor,0,Paralle Traffic,Daylight,1,1,0,0,0,0,Wet,13.41812,52.52382,bicycle + car + 
49547,Pankow,3040818,Pankow Süd,January,14,Wednesday,minor,1,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.41334,52.55873,bicycle + car + 
49554,Pankow,3061126,Arnimplatz,February,15,Saturday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.41376,52.55076,bicycle + car + 
49558,Pankow,3061429,Greifswalder Straße,January,15,Monday,serious,6,Overtaking,Daylight,0,1,1,0,0,0,Dry,13.43861,52.54117,car + pedestrian + 
49563,Mitte,1044203,Leopoldplatz,February,15,Friday,minor,1,Paralle Traffic,Daylight,0,1,0,0,0,0,Dry,13.36622,52.55414,car + 
49573,Pankow,3020209,Niederschönhausen,February,17,Wednesday,minor,5,Other,Night,1,0,0,0,0,1,Dry,13.39933,52.57451,bicycle + other
49575,Charlottenburg-Wilmersdorf,4020310,Park Ruhwald,March,9,Tuesday,serious,2,Stationary Traffic,Daylight,0,1,0,0,1,0,Dry,13.28253,52.51976,car + truck + 
49582,Pankow,3020209,Niederschönhausen,January,17,Tuesday,minor,5,Crossing,Dawn,1,1,0,0,0,0,Wet,13.40251,52.59218,bicycle + car + 
49587,Pankow,3061131,Falkplatz,February,15,Wednesday,minor,4,Stationary Traffic,Daylight,1,0,0,0,0,0,Dry,13.41245,52.5448,bicycle + 
49589,Charlottenburg-Wilmersdorf,4020208,Kranzallee,March,10,Wednesday,minor,0,Stationary Traffic,Daylight,1,1,0,0,0,0,Wet,13.25689,52.50843,bicycle + car + 
49596,Tempelhof-Schöneberg,7060601,Marienfelder Allee Nordwest,January,12,Wednesday,serious,5,Crossing,Daylight,0,1,0,0,0,1,Dry,13.3692,52.42064,car + other
49603,Neukölln,8020619,Buschkrugallee Nord,February,18,Friday,minor,3,Stationary Traffic,Dawn,0,1,0,0,1,0,Dry,13.44181,52.46288,car + truck + 
49607,Steglitz-Zehlendorf,6010209,Feuerbachstraße,January,2,Sunday,minor,9,Driving,Night,0,1,0,0,0,0,Frozen,13.33227,52.46383,car + 
49610,Pankow,3061332,Helmholtzplatz,January,21,Thursday,serious,0,Paralle Traffic,Night,0,1,0,1,0,0,Wet,13.42232,52.53938,car + motorbike + 
49613,Pankow,3020209,Niederschönhausen,February,11,Friday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.40278,52.59315,bicycle + car + 
49623,Friedrichshain-Kreuzberg,2020203,Viktoriapark,February,19,Sunday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.38605,52.48578,car + 
49625,Pankow,3061434,Anton-Saefkow-Park,March,17,Sunday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.4331,52.53629,car + 
49632,Charlottenburg-Wilmersdorf,4030623,Ernst-Reuter-Platz,January,16,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.32388,52.51282,car + 
49638,Steglitz-Zehlendorf,6030503,Zehlendorf Mitte,February,16,Wednesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.26393,52.43518,car + 
49644,Tempelhof-Schöneberg,7050502,Fritz-Werner-Straße,January,19,Thursday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.38836,52.43686,car + 
49650,Spandau,5020629,Börnicker Straße,February,18,Thursday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.20652,52.51111,car + 
49654,Reinickendorf,12301204,Wittenau Nord,January,21,Saturday,minor,3,Stationary Traffic,Night,0,1,0,1,0,0,Dry,13.33292,52.59625,car + motorbike + 
49657,Tempelhof-Schöneberg,7020202,Volkspark (Rudolf-Wilde-Park),January,18,Thursday,serious,6,Overtaking,Night,0,1,1,0,0,0,Wet,13.35091,52.48063,car + pedestrian + 
49660,Treptow-Köpenick,9020601,Schnellerstraße,February,18,Thursday,minor,5,Turning,Night,1,1,0,0,0,0,Dry,13.51205,52.45487,bicycle + car + 
49669,Pankow,3061429,Greifswalder Straße,February,5,Friday,minor,6,Turning,Night,0,1,1,0,0,0,Dry,13.44767,52.54699,car + pedestrian + 
49671,Mitte,1011105,Nördlicher Landwehrkanal,March,22,Saturday,minor,2,Turning,Night,0,1,0,0,0,0,Dry,13.36835,52.50632,car + 
49675,Mitte,1044102,Schillerpark,February,6,Wednesday,serious,5,Crossing,Dawn,0,1,0,0,0,1,Dry,13.3655,52.55797,car + other
49679,Mitte,1011303,Alexanderplatzviertel,January,2,Sunday,serious,6,Overtaking,Night,0,1,1,0,0,0,Wet,13.41281,52.5194,car + pedestrian + 
49685,Mitte,1011201,Wilhelmstraße,February,11,Monday,minor,3,Stationary Traffic,Daylight,1,0,0,0,1,0,Dry,13.38741,52.51021,bicycle + truck + 
49694,Charlottenburg-Wilmersdorf,4051551,Brabanter Platz,February,23,Monday,minor,3,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.31003,52.48188,car + 
49697,Marzahn-Hellersdorf,10040933,Mahlsdorf Süd,March,11,Friday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Wet,13.60626,52.50495,bicycle + car + 
49704,Mitte,1011105,Nördlicher Landwehrkanal,January,14,Wednesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.37207,52.50552,car + 
49707,Tempelhof-Schöneberg,7040403,Manteuffelstraße,February,18,Wednesday,minor,6,Other,Dawn,1,0,1,0,0,0,Dry,13.38549,52.46886,bicycle + pedestrian + 
49710,Charlottenburg-Wilmersdorf,4041134,Bismarckallee,March,10,Saturday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Wet,13.28262,52.49746,car + 
49718,Friedrichshain-Kreuzberg,2050602,Samariterviertel,January,7,Thursday,minor,1,Paralle Traffic,Daylight,0,1,1,0,0,0,Dry,13.47041,52.51422,car + pedestrian + 
49720,Steglitz-Zehlendorf,6010102,Schloßstraße,February,14,Thursday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.32054,52.45455,car + 
49724,Charlottenburg-Wilmersdorf,4020208,Kranzallee,February,14,Tuesday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.24231,52.50753,car + 
49728,Charlottenburg-Wilmersdorf,4010101,Jungfernheide,January,13,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,1,0,Dry,13.28388,52.52989,car + truck + 
49733,Tempelhof-Schöneberg,7020203,Kaiser-Wilhelm-Platz,February,18,Sunday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.35533,52.48557,car + 
