id,district,lor,street,month,hour,weekday,injury,collision,movement,light_conditions,bicycle,car,pedestrian,motorbike,truck,other_vehicle,road_conditions,longitude,latitude,Combo_type
197778,Steglitz-Zehlendorf,6020408,Lichterfelde Süd,July,20,Sunday,minor,0,Driving,Daylight,1,0,0,0,0,0,Dry,13.30465,52.41804,bicycle + 
197779,Tempelhof-Schöneberg,7010101,Wittenbergplatz/Viktoria-Luise-Platz,July,14,Sunday,minor,2,Stationary Traffic,Daylight,0,1,0,1,0,0,Dry,13.33872,52.49433,car + motorbike + 
197780,Spandau,5030731,Gartenfelder Straße,July,13,Sunday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.2386,52.5392,car + 
197781,Mitte,1011202,Unter den Linden Nord,July,17,Sunday,minor,0,Other,Daylight,0,0,0,0,0,1,Dry,13.39526,52.52044,other
197782,Mitte,1011303,Alexanderplatzviertel,July,22,Sunday,minor,0,Overtaking,Night,0,0,1,1,0,0,Dry,13.40054,52.52167,pedestrian + motorbike + 
197783,Neukölln,8010510,Gewerbegebiet Köllnische Heide,July,18,Sunday,minor,0,Driving,Daylight,1,0,0,0,0,0,Dry,13.45455,52.46537,bicycle + 
197784,Neukölln,8040933,Vogelviertel Süd,July,16,Sunday,minor,5,Other,Daylight,0,1,0,0,0,0,Dry,13.46588,52.43607,car + 
197785,Mitte,1011102,Großer Tiergarten,July,16,Sunday,minor,1,Paralle Traffic,Daylight,0,1,0,0,0,1,Dry,13.3755,52.5194,car + other
197786,Tempelhof-Schöneberg,7030303,Grazer Platz,July,15,Sunday,serious,2,Stationary Traffic,Daylight,0,1,0,1,0,0,Dry,13.34821,52.46363,car + motorbike + 
197787,Mitte,1011304,Karl-Marx-Allee,July,15,Sunday,minor,0,Driving,Daylight,0,0,0,0,0,1,Dry,13.42229,52.52441,other
197788,Friedrichshain-Kreuzberg,2050804,Stralauer Halbinsel,July,9,Sunday,minor,5,Turning,Daylight,1,0,0,0,0,1,Dry,13.46617,52.4968,bicycle + other
197789,Friedrichshain-Kreuzberg,2010103,Moritzplatz,July,10,Saturday,minor,0,Driving,Daylight,1,0,0,0,0,0,Dry,13.41316,52.50238,bicycle + 
197790,Friedrichshain-Kreuzberg,2040502,Friedenstraße,July,17,Saturday,minor,0,Crossing,Daylight,1,1,0,0,0,0,Dry,13.43671,52.52349,bicycle + car + 
197791,Neukölln,8010404,Rixdorf,July,23,Saturday,minor,0,Other,Night,1,0,0,0,0,1,Dry,13.44507,52.47934,bicycle + other
197792,Steglitz-Zehlendorf,6030503,Zehlendorf Mitte,July,18,Saturday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.25596,52.43591,bicycle + car + 
197793,Neukölln,8010301,Reuterkiez,July,18,Saturday,minor,0,Stationary Traffic,Daylight,0,1,0,1,0,0,Dry,13.43156,52.49234,car + motorbike + 
197794,Mitte,1022103,Westhafen,July,17,Saturday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.3343,52.54113,car + 
197795,Charlottenburg-Wilmersdorf,4051448,Schaperstraße,July,16,Saturday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.33642,52.49794,car + 
197796,Charlottenburg-Wilmersdorf,4030725,Amtsgerichtsplatz,July,16,Saturday,minor,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.30202,52.50798,car + 
197797,Mitte,1033101,Soldiner Straße,July,16,Saturday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.38794,52.56071,bicycle + car + 
197798,Steglitz-Zehlendorf,6040806,Fischtal,July,15,Saturday,serious,6,Overtaking,Daylight,0,1,1,0,0,0,Dry,13.25073,52.44977,car + pedestrian + 
197799,Neukölln,8010301,Reuterkiez,July,23,Saturday,minor,0,Stationary Traffic,Night,0,0,0,1,0,0,Dry,13.42936,52.48649,motorbike + 
197800,Mitte,1022207,Hansaviertel,August,7,Wednesday,minor,6,Overtaking,Daylight,0,1,1,0,0,0,Dry,13.34436,52.51688,car + pedestrian + 
197801,Spandau,5020524,Weinmeisterhornweg,August,6,Wednesday,minor,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.18465,52.5154,car + 
197802,Treptow-Köpenick,9051702,Bölschestraße,August,7,Wednesday,serious,6,Other,Daylight,0,0,1,0,0,1,Dry,13.62264,52.44671,pedestrian + other
197803,Spandau,5010101,Hakenfelde Nord,August,7,Wednesday,minor,0,Driving,Daylight,1,0,0,0,0,0,Dry,13.21749,52.57316,bicycle + 
197804,Pankow,3061126,Arnimplatz,August,18,Tuesday,minor,0,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.41071,52.5508,bicycle + car + 
197805,Mitte,1022206,Lüneburger Straße,August,17,Tuesday,serious,6,Other,Daylight,0,0,1,0,0,1,Dry,13.36058,52.52343,pedestrian + other
197806,Mitte,1011202,Unter den Linden Nord,August,13,Tuesday,minor,6,Overtaking,Daylight,1,0,1,0,0,0,Dry,13.40034,52.51898,bicycle + pedestrian + 
197807,Pankow,3071536,Teutoburger Platz,August,18,Tuesday,minor,1,Paralle Traffic,Daylight,1,1,0,0,0,1,Dry,13.41086,52.53966,bicycle + car + other
197808,Treptow-Köpenick,9020502,Oberschöneweide Ost,August,16,Tuesday,serious,6,Overtaking,Daylight,0,0,1,1,0,0,Dry,13.53409,52.45724,pedestrian + motorbike + 
197809,Pankow,3061429,Greifswalder Straße,August,16,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.44464,52.54562,bicycle + car + 
197810,Mitte,1022101,Huttenkiez,August,15,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.32881,52.524,car + 
197811,Neukölln,8010406,Treptower Straße Nord,August,18,Tuesday,minor,1,Paralle Traffic,Dawn,1,1,0,0,0,0,Dry,13.4469,52.4861,bicycle + car + 
197812,Tempelhof-Schöneberg,7040403,Manteuffelstraße,August,18,Tuesday,minor,6,Turning,Daylight,0,1,1,0,0,0,Dry,13.38552,52.46859,car + pedestrian + 
197813,Tempelhof-Schöneberg,7010102,Nollendorfplatz,August,18,Tuesday,minor,6,Overtaking,Daylight,0,1,1,0,0,0,Dry,13.34593,52.49875,car + pedestrian + 
197814,Marzahn-Hellersdorf,10040933,Mahlsdorf Süd,August,18,Tuesday,minor,1,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.59807,52.48935,bicycle + car + 
197815,Pankow,3071633,Thälmannpark,August,17,Tuesday,minor,3,Stationary Traffic,Daylight,1,0,0,0,0,0,Dry,13.42507,52.54099,bicycle + 
197816,Neukölln,8010214,Glasower Straße,August,17,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.44279,52.46508,bicycle + car + 
197817,Friedrichshain-Kreuzberg,2050801,Traveplatz,August,17,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.46227,52.51322,bicycle + car + 
197818,Tempelhof-Schöneberg,7030301,Friedenau,August,17,Tuesday,minor,2,Turning,Daylight,1,1,0,0,0,0,Dry,13.32843,52.46896,bicycle + car + 
197819,Tempelhof-Schöneberg,7040403,Manteuffelstraße,August,17,Tuesday,serious,0,Driving,Daylight,0,0,0,0,0,1,Dry,13.38163,52.45943,other
197820,Mitte,1011303,Alexanderplatzviertel,August,8,Tuesday,minor,0,Stationary Traffic,Daylight,1,0,0,0,0,0,Dry,13.41097,52.52577,bicycle + 
197821,Friedrichshain-Kreuzberg,2050803,Stralauer Kiez,August,12,Tuesday,minor,0,Other,Daylight,0,0,0,1,0,0,Dry,13.45111,52.50229,motorbike + 
197822,Mitte,1011204,Leipziger Straße,August,16,Tuesday,minor,5,Crossing,Daylight,1,1,0,1,0,0,Dry,13.40054,52.50999,bicycle + car + motorbike + 
197823,Tempelhof-Schöneberg,7040403,Manteuffelstraße,August,15,Tuesday,minor,5,Turning,Daylight,0,1,0,1,0,0,Dry,13.37807,52.46637,car + motorbike + 
197824,Treptow-Köpenick,9010202,Köpenicker Landstraße,August,15,Tuesday,minor,2,Driving,Daylight,0,1,0,0,0,0,Dry,13.47859,52.47158,car + 
197825,Charlottenburg-Wilmersdorf,4030725,Amtsgerichtsplatz,August,14,Tuesday,minor,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.29276,52.50683,car + motorbike + 
197826,Reinickendorf,12214125,Waldidyll/Flughafensee,August,14,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.24915,52.5521,car + 
197827,Spandau,5020628,Graetschelsteig,August,13,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.19683,52.51318,car + 
197828,Charlottenburg-Wilmersdorf,4051653,Prager Platz,August,13,Tuesday,minor,5,Turning,Daylight,1,0,0,0,1,0,Dry,13.3307,52.49082,bicycle + truck + 
197829,Pankow,3050925,Komponistenviertel Weißensee,August,16,Tuesday,minor,3,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.46143,52.54945,bicycle + car + 
197830,Charlottenburg-Wilmersdorf,4051655,Babelsberger Straße,August,15,Tuesday,serious,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.33079,52.48727,car + 
197831,Treptow-Köpenick,9052001,Köpenick Nord,August,12,Tuesday,minor,5,Other,Daylight,0,1,0,0,0,1,Dry,13.58079,52.46007,car + other
197832,Neukölln,8020727,Buckow Mitte,August,15,Tuesday,minor,1,Paralle Traffic,Daylight,0,1,0,0,0,0,Dry,13.41804,52.4186,car + 
197833,Treptow-Köpenick,9051702,Bölschestraße,August,12,Tuesday,minor,1,Paralle Traffic,Daylight,1,0,0,0,0,1,Dry,13.62507,52.45379,bicycle + other
197834,Mitte,1011304,Karl-Marx-Allee,August,11,Tuesday,minor,3,Other,Daylight,1,1,0,0,0,0,Dry,13.41803,52.51524,bicycle + car + 
197835,Mitte,1011103,Lützowstraße,August,8,Tuesday,minor,2,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.3632,52.50355,bicycle + car + 
197836,Spandau,5020626,Adamstraße,August,8,Tuesday,minor,5,Other,Daylight,0,1,0,1,0,0,Dry,13.17851,52.52556,car + motorbike + 
197837,Marzahn-Hellersdorf,10010310,Alt-Marzahn,August,11,Tuesday,minor,2,Stationary Traffic,Daylight,0,1,0,0,1,0,Dry,13.5497,52.54271,car + truck + 
197838,Pankow,3061126,Arnimplatz,August,6,Tuesday,serious,0,Other,Daylight,1,0,0,0,0,0,Dry,13.39913,52.55468,bicycle + 
197839,Spandau,5020524,Weinmeisterhornweg,August,10,Tuesday,minor,0,Turning,Daylight,1,1,0,0,0,0,Dry,13.17166,52.51102,bicycle + car + 
197840,Mitte,1044101,Rehberge,August,6,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.33651,52.54212,bicycle + car + 
197841,Neukölln,8010404,Rixdorf,August,1,Tuesday,minor,6,Other,Night,0,0,1,0,0,1,Dry,13.44287,52.48026,pedestrian + other
197842,Treptow-Köpenick,9010302,Späthsfelde,August,9,Tuesday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.479,52.44306,bicycle + car + 
197843,Marzahn-Hellersdorf,10020413,Gut Hellersdorf,August,9,Tuesday,minor,0,Other,Daylight,0,1,0,1,0,0,Wet,13.58449,52.54037,car + motorbike + 
197844,Neukölln,8010404,Rixdorf,August,9,Tuesday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.44096,52.48136,bicycle + car + 
197845,Friedrichshain-Kreuzberg,2040502,Friedenstraße,August,8,Tuesday,minor,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.42864,52.51955,car + motorbike + 
197846,Spandau,5020523,Maulbeerallee,August,20,Monday,minor,2,Turning,Daylight,1,0,0,0,0,0,Dry,13.16921,52.52063,bicycle + 
197847,Tempelhof-Schöneberg,7030301,Friedenau,August,12,Monday,minor,2,Other,Daylight,1,1,0,0,0,0,Dry,13.33091,52.46722,bicycle + car + 
197848,Charlottenburg-Wilmersdorf,4020310,Park Ruhwald,August,15,Monday,minor,2,Stationary Traffic,Night,0,1,0,0,0,0,Dry,13.27692,52.51855,car + 
197849,Neukölln,8030829,Gropiusstadt Nord,August,20,Monday,minor,5,Turning,Daylight,1,0,0,0,1,0,Dry,13.46005,52.43204,bicycle + truck + 
197850,Lichtenberg,11030618,Fennpfuhl West,August,19,Monday,minor,6,Overtaking,Daylight,1,0,1,0,0,0,Dry,13.46927,52.53158,bicycle + pedestrian + 
197851,Marzahn-Hellersdorf,10020416,Böhlener Straße,August,18,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.61988,52.53953,bicycle + car + 
197852,Tempelhof-Schöneberg,7050505,Hundsteinweg,August,18,Monday,serious,5,Paralle Traffic,Daylight,0,1,0,0,0,0,Dry,13.40939,52.43909,car + 
197853,Mitte,1011401,Invalidenstraße,August,20,Monday,serious,1,Paralle Traffic,Dawn,1,0,0,0,0,1,Dry,13.39257,52.53205,bicycle + other
197854,Lichtenberg,11020514,Große-Leege-Straße,August,15,Monday,minor,0,Turning,Daylight,0,1,0,1,0,0,Dry,13.48655,52.54098,car + motorbike + 
197855,Spandau,5020627,Tiefwerder,August,18,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.21582,52.52678,bicycle + car + 
197856,Mitte,1011204,Leipziger Straße,August,17,Monday,minor,5,Turning,Daylight,0,1,0,1,0,0,Dry,13.40118,52.51042,car + motorbike + 
197857,Tempelhof-Schöneberg,7010104,Dennewitzplatz,August,13,Monday,minor,6,Other,Daylight,1,0,1,0,0,0,Dry,13.36297,52.49395,bicycle + pedestrian + 
197858,Friedrichshain-Kreuzberg,2010101,Askanischer Platz,August,13,Monday,minor,2,Stationary Traffic,Daylight,1,0,0,0,0,0,Dry,13.38887,52.49917,bicycle + 
197859,Charlottenburg-Wilmersdorf,4041137,Flinsberger Platz,August,13,Monday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.29001,52.48222,car + 
197860,Friedrichshain-Kreuzberg,2020203,Viktoriapark,August,17,Monday,minor,0,Turning,Daylight,0,1,0,1,0,0,Dry,13.37436,52.4887,car + motorbike + 
197861,Spandau,5020521,Döberitzer Weg,August,16,Monday,minor,0,Turning,Daylight,1,1,0,0,0,0,Dry,13.12482,52.52812,bicycle + car + 
197862,Lichtenberg,11051229,Rummelsburg,August,16,Monday,serious,0,Other,Daylight,1,0,0,0,0,0,Dry,13.49076,52.49315,bicycle + 
197863,Reinickendorf,12301205,Waidmannslust,August,16,Monday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.31082,52.60404,bicycle + car + 
197864,Spandau,5020523,Maulbeerallee,August,16,Monday,minor,0,Overtaking,Daylight,0,0,1,0,0,1,Dry,13.17602,52.52454,pedestrian + other
197865,Spandau,5010314,Carl-Schurz-Straße,August,15,Monday,minor,2,Turning,Daylight,0,1,0,0,0,1,Dry,13.18963,52.53689,car + other
197866,Marzahn-Hellersdorf,10010102,Havemannstraße,August,15,Monday,serious,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.56206,52.56649,car + motorbike + 
197867,Reinickendorf,12214421,Reinickes Hof,August,15,Monday,minor,6,Turning,Daylight,0,1,1,0,0,0,Dry,13.32977,52.5691,car + pedestrian + 
197868,Lichtenberg,11030721,Rüdigerstraße,August,14,Monday,minor,0,Turning,Daylight,1,0,0,0,0,1,Dry,13.47718,52.52026,bicycle + other
197869,Mitte,1011301,Charitéviertel,August,14,Monday,minor,3,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.38378,52.52999,bicycle + car + 
197870,Steglitz-Zehlendorf,6030609,Augustaplatz,August,15,Monday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.31587,52.44174,car + 
197871,Charlottenburg-Wilmersdorf,4051551,Brabanter Platz,August,10,Monday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.31333,52.48001,bicycle + car + 
197872,Reinickendorf,12214424,Scharnweberstraße,August,10,Monday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.3245,52.56489,bicycle + car + 
197873,Pankow,3020307,Buchholz,August,9,Monday,minor,6,Crossing,Daylight,0,1,1,0,0,0,Dry,13.43234,52.60473,car + pedestrian + 
197874,Lichtenberg,11041023,Gensinger Straße,August,12,Monday,serious,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.53255,52.51071,bicycle + car + 
197875,Friedrichshain-Kreuzberg,2030302,Lausitzer Platz,August,12,Monday,minor,0,Driving,Daylight,1,0,0,0,0,0,Dry,13.43037,52.50334,bicycle + 
197876,Treptow-Köpenick,9041601,Müggelheim,August,10,Monday,minor,5,Paralle Traffic,Daylight,0,1,0,0,0,0,Dry,13.69988,52.40398,car + 
197877,Mitte,3071537,Kollwitzplatz,August,8,Monday,minor,2,Stationary Traffic,Daylight,0,1,0,1,0,0,Dry,13.41589,52.52741,car + motorbike + 
197878,Tempelhof-Schöneberg,7010102,Nollendorfplatz,August,8,Monday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.35297,52.49932,bicycle + car + 
197879,Tempelhof-Schöneberg,7020203,Kaiser-Wilhelm-Platz,August,8,Monday,minor,3,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.35833,52.48645,bicycle + car + 
197880,Mitte,1033202,Humboldthain Süd,August,7,Monday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.39115,52.53621,car + 
197881,Charlottenburg-Wilmersdorf,4051446,Preußenpark,August,14,Sunday,minor,0,Stationary Traffic,Daylight,0,1,0,1,0,0,Dry,13.30789,52.4969,car + motorbike + 
197882,Neukölln,8020623,Ortolanweg,August,10,Sunday,minor,0,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.47557,52.44072,bicycle + car + 
197883,Neukölln,8010117,Schillerpromenade,August,22,Sunday,minor,5,Turning,Night,1,1,0,0,0,0,Dry,13.41949,52.47361,bicycle + car + 
197884,Neukölln,8010303,Donaustraße,August,21,Sunday,minor,0,Driving,Night,0,0,0,1,0,0,Dry,13.42415,52.48648,motorbike + 
197885,Friedrichshain-Kreuzberg,2020203,Viktoriapark,August,14,Sunday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.37957,52.4923,bicycle + car + 
197886,Reinickendorf,12214423,Mellerbogen,August,14,Sunday,minor,1,Paralle Traffic,Daylight,0,1,0,0,0,0,Dry,13.32267,52.57586,car + 
197887,Steglitz-Zehlendorf,6040808,Hüttenweg,August,13,Sunday,minor,0,Driving,Daylight,1,0,0,0,0,0,Dry,13.26227,52.45156,bicycle + 
197888,Charlottenburg-Wilmersdorf,4020311,Reichsstraße,August,13,Sunday,minor,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.25984,52.51618,car + motorbike + 
197889,Steglitz-Zehlendorf,6020410,Oberhofer Platz,August,13,Sunday,minor,2,Stationary Traffic,Daylight,0,1,0,1,0,0,Dry,13.32621,52.42784,car + motorbike + 
197890,Neukölln,8010117,Schillerpromenade,August,13,Sunday,minor,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.42111,52.48024,car + 
197891,Pankow,3061228,Erich-Weinert-Straße,August,12,Sunday,minor,0,Driving,Daylight,1,0,0,0,0,0,Dry,13.43896,52.54716,bicycle + 
197892,Friedrichshain-Kreuzberg,2030302,Lausitzer Platz,August,12,Sunday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.4325,52.50247,car + 
197893,Charlottenburg-Wilmersdorf,4041134,Bismarckallee,August,12,Sunday,minor,2,Stationary Traffic,Daylight,0,1,0,1,0,0,Dry,13.28436,52.49584,car + motorbike + 
197894,Mitte,1044201,Reinickendorfer Straße,August,12,Sunday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.38096,52.5524,car + 
197895,Treptow-Köpenick,9051702,Bölschestraße,August,20,Sunday,minor,2,Paralle Traffic,Daylight,0,1,0,0,0,0,Dry,13.62612,52.44678,car + 
197896,Lichtenberg,11040926,Weitlingstraße,August,20,Sunday,serious,5,Turning,Dawn,1,1,0,0,0,0,Dry,13.48672,52.5025,bicycle + car + 
197897,Mitte,1022106,Elberfelder Straße,August,19,Sunday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.33402,52.52112,bicycle + car + 
197898,Treptow-Köpenick,9020802,Köllnische Vorstadt,August,18,Sunday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.56475,52.43862,bicycle + car + 
197899,Neukölln,8010303,Donaustraße,August,18,Sunday,minor,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.42903,52.48539,car + motorbike + 
197900,Marzahn-Hellersdorf,10040932,Alt-Mahlsdorf,August,17,Sunday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.61307,52.50865,car + 
197901,Reinickendorf,12231102,Frohnau,August,17,Sunday,minor,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.28058,52.63015,car + motorbike + 
197902,Spandau,5010207,Darbystraße,August,15,Sunday,serious,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.1846,52.54753,car + 
197903,Reinickendorf,12302110,Dannenwalder Weg,August,15,Sunday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,1,Dry,13.35036,52.59637,car + other
197904,Steglitz-Zehlendorf,6030503,Zehlendorf Mitte,August,15,Sunday,minor,0,Other,Daylight,1,0,0,0,0,0,Dry,13.26583,52.43062,bicycle + 
197905,Neukölln,8020727,Buckow Mitte,August,14,Sunday,minor,0,Other,Daylight,0,1,0,1,0,0,Dry,13.43527,52.42593,car + motorbike + 
197906,Mitte,1044202,Sparrplatz,August,10,Sunday,minor,1,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.35319,52.54143,bicycle + car + 
197907,Treptow-Köpenick,9020702,Adlershof Ost,August,8,Sunday,minor,5,Crossing,Daylight,0,1,0,0,0,1,Dry,13.55431,52.44764,car + other
197908,Spandau,5010206,Gütersloher Weg,August,7,Wednesday,minor,5,Turning,Daylight,0,1,0,1,0,0,Dry,13.14928,52.55417,car + motorbike + 
197909,Spandau,5010314,Carl-Schurz-Straße,August,8,Sunday,minor,6,Turning,Daylight,0,1,1,0,0,0,Dry,13.19977,52.53478,car + pedestrian + 
197910,Pankow,3020209,Niederschönhausen,August,1,Sunday,minor,1,Paralle Traffic,Night,1,1,0,0,0,0,Dry,13.40254,52.59674,bicycle + car + 
197911,Pankow,3030716,Märchenland,August,17,Saturday,fatal,0,Other,Daylight,0,0,0,0,0,1,Dry,13.47019,52.56637,other
197912,Pankow,3061131,Falkplatz,August,12,Saturday,minor,0,Overtaking,Daylight,1,0,1,0,0,0,Dry,13.40983,52.54738,bicycle + pedestrian + 
197913,Pankow,3040614,Pankow Zentrum,August,13,Saturday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.39422,52.56498,bicycle + car + 
197914,Charlottenburg-Wilmersdorf,4030623,Ernst-Reuter-Platz,August,13,Saturday,minor,5,Crossing,Daylight,0,1,0,1,0,0,Dry,13.32989,52.50545,car + motorbike + 
197915,Lichtenberg,11020412,Hauptstraße,August,12,Saturday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.50792,52.54854,car + 
197916,Pankow,3030406,Alt-Karow,August,12,Saturday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.47543,52.61151,car + 
197917,Treptow-Köpenick,9020501,Oberschöneweide West,August,12,Saturday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.51405,52.46237,car + 
197918,Charlottenburg-Wilmersdorf,4041241,Breite Straße,August,11,Saturday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.30175,52.46843,bicycle + car + 
197919,Spandau,5010101,Hakenfelde Nord,August,11,Saturday,serious,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.20854,52.56155,bicycle + car + 
197920,Steglitz-Zehlendorf,6020410,Oberhofer Platz,August,11,Saturday,minor,2,Turning,Daylight,0,1,0,0,0,0,Dry,13.3278,52.42564,car + 
197921,Treptow-Köpenick,9031001,Bohnsdorf,August,11,Saturday,serious,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.57347,52.39439,car + 
197922,Spandau,5020419,Magistratsweg,August,11,Saturday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.15575,52.53308,bicycle + car + 
197923,Treptow-Köpenick,9010302,Späthsfelde,August,9,Saturday,minor,2,Turning,Daylight,0,1,0,0,0,0,Dry,13.4885,52.45131,car + 
197924,Mitte,1011203,Unter den Linden Süd,August,9,Saturday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.38903,52.51563,car + 
197925,Reinickendorf,12302212,Rollbergesiedlung,August,0,Saturday,minor,4,Stationary Traffic,Night,0,1,0,0,0,0,Wet,13.32926,52.60943,car + 
197926,Spandau,5030832,Rohrdamm,August,19,Saturday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.25898,52.54793,car + 
197927,Charlottenburg-Wilmersdorf,4051655,Babelsberger Straße,August,18,Saturday,minor,2,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.32824,52.47885,car + 
197928,Pankow,3071633,Thälmannpark,August,17,Saturday,minor,2,Turning,Daylight,0,1,0,0,0,0,Dry,13.42647,52.54297,car + 
197929,Charlottenburg-Wilmersdorf,4051445,Eisenzahnstraße,August,17,Saturday,minor,0,Driving,Daylight,0,0,0,1,0,0,Dry,13.30199,52.48848,motorbike + 
197930,Mitte,1044102,Schillerpark,August,16,Saturday,minor,4,Stationary Traffic,Daylight,0,1,0,0,0,0,Dry,13.36045,52.55746,car + 
197931,Treptow-Köpenick,9020502,Oberschöneweide Ost,August,16,Saturday,minor,5,Crossing,Daylight,1,1,0,0,0,0,Dry,13.53267,52.4572,bicycle + car + 
197932,Charlottenburg-Wilmersdorf,4010102,Plötzensee,August,15,Saturday,minor,5,Turning,Daylight,0,1,0,0,0,0,Dry,13.32611,52.53837,car + 
197933,Friedrichshain-Kreuzberg,2010103,Moritzplatz,August,23,Saturday,minor,5,Crossing,Night,0,1,0,0,0,0,Dry,13.40258,52.50209,car + 
197934,Tempelhof-Schöneberg,7070706,Horstwalder Straße/Paplitzer Straße,August,20,Saturday,minor,5,Crossing,Daylight,0,1,0,0,0,0,Dry,13.40925,52.38221,car + 
197935,Pankow,3061131,Falkplatz,August,3,Saturday,minor,0,Driving,Night,0,0,0,1,0,0,Dry,13.40818,52.54137,motorbike + 
197936,Mitte,1011301,Charitéviertel,August,17,Friday,minor,5,Turning,Daylight,1,1,0,0,0,0,Dry,13.38313,52.5306,bicycle + car + 
197937,Friedrichshain-Kreuzberg,2010101,Askanischer Platz,August,16,Friday,minor,0,Overtaking,Daylight,1,0,1,0,0,0,Dry,13.37915,52.5069,bicycle + pedestrian + 
197938,Friedrichshain-Kreuzberg,2020205,Chamissokiez,August,19,Friday,minor,1,Other,Daylight,0,1,0,0,0,0,Dry,13.40043,52.48886,car + 
197939,Charlottenburg-Wilmersdorf,4030931,Breitscheidplatz,August,21,Friday,minor,3,Stationary Traffic,Night,1,1,0,0,0,0,Dry,13.33164,52.50645,bicycle + car + 
197940,Reinickendorf,12214424,Scharnweberstraße,August,17,Friday,minor,2,Stationary Traffic,Daylight,1,1,0,0,0,0,Dry,13.32728,52.56419,bicycle + car + 
197941,Neukölln,8010211,Flughafenstraße,August,22,Friday,minor,1,Paralle Traffic,Night,1,1,0,0,0,0,Dry,13.42833,52.48121,bicycle + car + 
197942,Friedrichshain-Kreuzberg,2010102,Mehringplatz,August,17,Friday,minor,1,Paralle Traffic,Daylight,1,1,0,0,0,0,Dry,13.39581,52.50393,bicycle + car + 
